Name	Map	K4_1	K5_1	K6_1	K4_2	K5_2	K6_2	K4_3	K5_3	K6_3	K4_4	K5_4	K6_4	K4_5	K5_5	K6_5	K4_6	K5_6	K6_6	K4_7	K5_7	K6_7	K4_8	K5_8	K6_8	K4_9	K5_9	K6_9	K4_10	K5_10	K6_10	Show Resp.	Comment
RAND_02587	FALSE	5	5	5	1	1	1	7	7	7	7	7	7	1	1	1	9	9	9	5	5	5	3	3	3	9	9	9	7	7	7	FALSE	
RAND_02588	FALSE	5	5	5	11	11	11	11	11	11	7	7	7	9	9	9	1	1	1	9	9	9	1	1	1	7	7	7	9	9	9	FALSE	
RAND_02589	FALSE	5	5	5	7	7	7	5	5	5	11	11	11	5	5	5	5	5	5	11	11	11	11	11	11	1	1	1	7	7	7	FALSE	
RAND_02590	FALSE	5	5	5	11	11	11	5	5	5	3	3	3	5	5	5	5	5	5	11	11	11	1	1	1	1	1	1	5	5	5	FALSE	
RAND_02591	FALSE	5	5	5	3	3	3	9	9	9	7	7	7	5	5	5	1	1	1	7	7	7	5	5	5	9	9	9	3	3	3	FALSE	
RAND_02592	FALSE	5	5	5	3	3	3	7	7	7	9	9	9	3	3	3	3	3	3	7	7	7	9	9	9	1	1	1	1	1	1	FALSE	
RAND_02593	FALSE	5	5	5	9	9	9	7	7	7	5	5	5	1	1	1	9	9	9	3	3	3	5	5	5	11	11	11	5	5	5	FALSE	
RAND_02594	FALSE	5	5	5	3	3	3	9	9	9	9	9	9	7	7	7	7	7	7	11	11	11	11	11	11	7	7	7	5	5	5	FALSE	
RAND_02595	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	11	11	11	11	11	11	5	5	5	5	5	5	3	3	3	1	1	1	FALSE	
RAND_02596	FALSE	5	5	5	11	11	11	3	3	3	7	7	7	9	9	9	3	3	3	1	1	1	7	7	7	9	9	9	3	3	3	FALSE	
RAND_02597	FALSE	5	5	5	3	3	3	11	11	11	3	3	3	7	7	7	11	11	11	11	11	11	11	11	11	7	7	7	3	3	3	FALSE	
RAND_02598	FALSE	5	5	5	11	11	11	1	1	1	9	9	9	3	3	3	3	3	3	11	11	11	11	11	11	3	3	3	3	3	3	FALSE	
RAND_02599	FALSE	5	5	5	5	5	5	5	5	5	11	11	11	11	11	11	11	11	11	11	11	11	1	1	1	3	3	3	7	7	7	FALSE	
RAND_02600	FALSE	5	5	5	5	5	5	11	11	11	1	1	1	3	3	3	1	1	1	9	9	9	11	11	11	7	7	7	11	11	11	FALSE	
RAND_02601	FALSE	5	5	5	3	3	3	3	3	3	1	1	1	7	7	7	7	7	7	5	5	5	9	9	9	5	5	5	9	9	9	FALSE	
RAND_02602	FALSE	5	5	5	5	5	5	7	7	7	7	7	7	11	11	11	3	3	3	9	9	9	11	11	11	3	3	3	7	7	7	FALSE	
RAND_02603	FALSE	5	5	5	5	5	5	11	11	11	11	11	11	11	11	11	7	7	7	11	11	11	7	7	7	7	7	7	1	1	1	FALSE	
RAND_02604	FALSE	5	5	5	9	9	9	5	5	5	7	7	7	11	11	11	9	9	9	7	7	7	11	11	11	3	3	3	11	11	11	FALSE	
RAND_02605	FALSE	5	5	5	11	11	11	3	3	3	5	5	5	5	5	5	5	5	5	7	7	7	5	5	5	3	3	3	1	1	1	FALSE	
RAND_02606	FALSE	5	5	5	3	3	3	5	5	5	7	7	7	7	7	7	1	1	1	5	5	5	9	9	9	11	11	11	3	3	3	FALSE	
RAND_02607	FALSE	5	5	5	3	3	3	9	9	9	7	7	7	11	11	11	1	1	1	1	1	1	7	7	7	7	7	7	9	9	9	FALSE	
RAND_02608	FALSE	5	5	5	3	3	3	7	7	7	11	11	11	11	11	11	1	1	1	3	3	3	5	5	5	7	7	7	11	11	11	FALSE	
RAND_02609	FALSE	5	5	5	9	9	9	1	1	1	11	11	11	7	7	7	1	1	1	1	1	1	5	5	5	11	11	11	5	5	5	FALSE	
RAND_02610	FALSE	5	5	5	11	11	11	7	7	7	5	5	5	9	9	9	11	11	11	1	1	1	3	3	3	9	9	9	3	3	3	FALSE	
RAND_02611	FALSE	5	5	5	1	1	1	7	7	7	9	9	9	3	3	3	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	FALSE	
RAND_02612	FALSE	5	5	5	5	5	5	7	7	7	3	3	3	1	1	1	9	9	9	9	9	9	1	1	1	3	3	3	5	5	5	FALSE	
RAND_02613	FALSE	5	5	5	9	9	9	5	5	5	1	1	1	7	7	7	5	5	5	9	9	9	11	11	11	1	1	1	5	5	5	FALSE	
RAND_02614	FALSE	5	5	5	11	11	11	1	1	1	3	3	3	9	9	9	11	11	11	7	7	7	5	5	5	11	11	11	3	3	3	FALSE	
RAND_02615	FALSE	5	5	5	9	9	9	11	11	11	9	9	9	7	7	7	9	9	9	9	9	9	11	11	11	1	1	1	11	11	11	FALSE	
RAND_02616	FALSE	5	5	5	5	5	5	7	7	7	1	1	1	9	9	9	1	1	1	1	1	1	9	9	9	3	3	3	1	1	1	FALSE	
RAND_02617	FALSE	5	5	5	1	1	1	9	9	9	11	11	11	7	7	7	3	3	3	7	7	7	1	1	1	11	11	11	5	5	5	FALSE	
RAND_02618	FALSE	5	5	5	3	3	3	1	1	1	3	3	3	3	3	3	7	7	7	9	9	9	11	11	11	1	1	1	9	9	9	FALSE	
RAND_02619	FALSE	5	5	5	3	3	3	7	7	7	1	1	1	7	7	7	9	9	9	3	3	3	11	11	11	7	7	7	9	9	9	FALSE	
RAND_02620	FALSE	5	5	5	5	5	5	3	3	3	3	3	3	9	9	9	3	3	3	11	11	11	11	11	11	1	1	1	1	1	1	FALSE	
RAND_02621	FALSE	5	5	5	9	9	9	3	3	3	1	1	1	1	1	1	5	5	5	3	3	3	9	9	9	11	11	11	11	11	11	FALSE	
RAND_02622	FALSE	5	5	5	7	7	7	7	7	7	11	11	11	1	1	1	11	11	11	1	1	1	7	7	7	5	5	5	3	3	3	FALSE	
RAND_02623	FALSE	5	5	5	9	9	9	5	5	5	9	9	9	5	5	5	5	5	5	3	3	3	1	1	1	11	11	11	11	11	11	FALSE	
RAND_02624	FALSE	5	5	5	9	9	9	1	1	1	11	11	11	11	11	11	3	3	3	3	3	3	5	5	5	3	3	3	5	5	5	FALSE	
RAND_02625	FALSE	5	5	5	1	1	1	3	3	3	5	5	5	3	3	3	11	11	11	7	7	7	9	9	9	5	5	5	1	1	1	FALSE	
RAND_02626	FALSE	5	5	5	9	9	9	1	1	1	1	1	1	5	5	5	7	7	7	7	7	7	9	9	9	11	11	11	5	5	5	FALSE	
RAND_02627	FALSE	5	5	5	9	9	9	3	3	3	11	11	11	7	7	7	9	9	9	1	1	1	3	3	3	11	11	11	5	5	5	FALSE	
RAND_02628	FALSE	5	5	5	3	3	3	9	9	9	1	1	1	1	1	1	7	7	7	5	5	5	9	9	9	5	5	5	9	9	9	FALSE	
RAND_02629	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	5	5	5	3	3	3	11	11	11	5	5	5	11	11	11	1	1	1	FALSE	
RAND_02630	FALSE	5	5	5	1	1	1	3	3	3	1	1	1	11	11	11	3	3	3	5	5	5	5	5	5	5	5	5	3	3	3	FALSE	
RAND_02631	FALSE	5	5	5	9	9	9	7	7	7	9	9	9	9	9	9	9	9	9	3	3	3	5	5	5	3	3	3	11	11	11	FALSE	
RAND_02632	FALSE	5	5	5	5	5	5	3	3	3	5	5	5	9	9	9	7	7	7	5	5	5	7	7	7	3	3	3	7	7	7	FALSE	
RAND_02633	FALSE	5	5	5	5	5	5	11	11	11	7	7	7	9	9	9	7	7	7	9	9	9	9	9	9	11	11	11	3	3	3	FALSE	
RAND_02634	FALSE	5	5	5	11	11	11	9	9	9	1	1	1	11	11	11	5	5	5	7	7	7	5	5	5	7	7	7	11	11	11	FALSE	
RAND_02635	FALSE	5	5	5	11	11	11	9	9	9	5	5	5	1	1	1	5	5	5	11	11	11	5	5	5	1	1	1	11	11	11	FALSE	
RAND_02636	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	7	7	7	9	9	9	11	11	11	1	1	1	9	9	9	1	1	1	FALSE	
RAND_02637	FALSE	5	5	5	11	11	11	9	9	9	9	9	9	1	1	1	7	7	7	7	7	7	9	9	9	11	11	11	3	3	3	FALSE	
RAND_02638	FALSE	5	5	5	1	1	1	9	9	9	5	5	5	1	1	1	3	3	3	3	3	3	11	11	11	1	1	1	7	7	7	FALSE	
RAND_02639	FALSE	5	5	5	7	7	7	11	11	11	1	1	1	1	1	1	1	1	1	5	5	5	11	11	11	1	1	1	11	11	11	FALSE	
RAND_02640	FALSE	5	5	5	11	11	11	5	5	5	7	7	7	7	7	7	1	1	1	11	11	11	3	3	3	11	11	11	5	5	5	FALSE	
RAND_02641	FALSE	5	5	5	5	5	5	1	1	1	7	7	7	3	3	3	3	3	3	5	5	5	11	11	11	1	1	1	9	9	9	FALSE	
RAND_02642	FALSE	5	5	5	1	1	1	3	3	3	1	1	1	5	5	5	11	11	11	3	3	3	1	1	1	1	1	1	9	9	9	FALSE	
RAND_02643	FALSE	5	5	5	3	3	3	5	5	5	3	3	3	11	11	11	1	1	1	9	9	9	9	9	9	5	5	5	3	3	3	FALSE	
RAND_02644	FALSE	5	5	5	7	7	7	9	9	9	5	5	5	1	1	1	11	11	11	3	3	3	5	5	5	1	1	1	9	9	9	FALSE	
RAND_02645	FALSE	5	5	5	7	7	7	9	9	9	9	9	9	7	7	7	7	7	7	11	11	11	3	3	3	3	3	3	3	3	3	FALSE	
RAND_02646	FALSE	5	5	5	1	1	1	3	3	3	7	7	7	11	11	11	11	11	11	7	7	7	9	9	9	1	1	1	3	3	3	FALSE	
RAND_02647	FALSE	5	5	5	3	3	3	9	9	9	11	11	11	11	11	11	1	1	1	1	1	1	5	5	5	5	5	5	3	3	3	FALSE	
RAND_02648	FALSE	5	5	5	9	9	9	7	7	7	9	9	9	3	3	3	5	5	5	1	1	1	11	11	11	3	3	3	9	9	9	FALSE	
RAND_02649	FALSE	5	5	5	11	11	11	11	11	11	7	7	7	5	5	5	9	9	9	7	7	7	11	11	11	5	5	5	7	7	7	FALSE	
RAND_02650	FALSE	5	5	5	3	3	3	11	11	11	7	7	7	1	1	1	11	11	11	5	5	5	5	5	5	9	9	9	7	7	7	FALSE	
RAND_02651	FALSE	5	5	5	1	1	1	1	1	1	3	3	3	5	5	5	5	5	5	3	3	3	7	7	7	1	1	1	5	5	5	FALSE	
RAND_02652	FALSE	5	5	5	9	9	9	7	7	7	11	11	11	1	1	1	3	3	3	9	9	9	5	5	5	1	1	1	9	9	9	FALSE	
RAND_02653	FALSE	5	5	5	7	7	7	1	1	1	5	5	5	1	1	1	7	7	7	11	11	11	3	3	3	9	9	9	5	5	5	FALSE	
RAND_02654	FALSE	5	5	5	1	1	1	1	1	1	5	5	5	9	9	9	1	1	1	3	3	3	7	7	7	3	3	3	3	3	3	FALSE	
RAND_02655	FALSE	5	5	5	3	3	3	5	5	5	11	11	11	11	11	11	9	9	9	5	5	5	9	9	9	9	9	9	9	9	9	FALSE	
RAND_02656	FALSE	5	5	5	11	11	11	11	11	11	1	1	1	11	11	11	9	9	9	5	5	5	7	7	7	9	9	9	3	3	3	FALSE	
RAND_02657	FALSE	5	5	5	3	3	3	7	7	7	1	1	1	11	11	11	7	7	7	9	9	9	1	1	1	5	5	5	7	7	7	FALSE	
RAND_02658	FALSE	5	5	5	3	3	3	5	5	5	9	9	9	11	11	11	11	11	11	7	7	7	5	5	5	3	3	3	7	7	7	FALSE	
RAND_02659	FALSE	5	5	5	7	7	7	11	11	11	11	11	11	7	7	7	1	1	1	11	11	11	7	7	7	11	11	11	5	5	5	FALSE	
RAND_02660	FALSE	5	5	5	7	7	7	5	5	5	11	11	11	5	5	5	7	7	7	3	3	3	5	5	5	1	1	1	1	1	1	FALSE	
RAND_02661	FALSE	5	5	5	9	9	9	5	5	5	9	9	9	7	7	7	3	3	3	9	9	9	1	1	1	1	1	1	9	9	9	FALSE	
RAND_02662	FALSE	5	5	5	7	7	7	9	9	9	3	3	3	5	5	5	1	1	1	5	5	5	11	11	11	7	7	7	3	3	3	FALSE	
RAND_02663	FALSE	5	5	5	11	11	11	11	11	11	3	3	3	11	11	11	3	3	3	3	3	3	5	5	5	1	1	1	1	1	1	FALSE	
RAND_02664	FALSE	5	5	5	3	3	3	7	7	7	3	3	3	3	3	3	1	1	1	9	9	9	9	9	9	11	11	11	9	9	9	FALSE	
RAND_02665	FALSE	5	5	5	9	9	9	3	3	3	9	9	9	9	9	9	11	11	11	3	3	3	5	5	5	9	9	9	1	1	1	FALSE	
RAND_02666	FALSE	5	5	5	5	5	5	9	9	9	9	9	9	3	3	3	5	5	5	9	9	9	9	9	9	5	5	5	3	3	3	FALSE	
RAND_02667	FALSE	5	5	5	7	7	7	3	3	3	11	11	11	5	5	5	9	9	9	1	1	1	3	3	3	3	3	3	1	1	1	FALSE	
RAND_02668	FALSE	5	5	5	11	11	11	1	1	1	9	9	9	7	7	7	5	5	5	9	9	9	11	11	11	7	7	7	7	7	7	FALSE	
RAND_02669	FALSE	5	5	5	9	9	9	1	1	1	1	1	1	11	11	11	5	5	5	9	9	9	7	7	7	5	5	5	3	3	3	FALSE	
RAND_02670	FALSE	5	5	5	1	1	1	1	1	1	11	11	11	3	3	3	1	1	1	3	3	3	3	3	3	9	9	9	9	9	9	FALSE	
RAND_02671	FALSE	5	5	5	9	9	9	7	7	7	7	7	7	1	1	1	7	7	7	3	3	3	11	11	11	5	5	5	1	1	1	FALSE	
RAND_02672	FALSE	5	5	5	5	5	5	7	7	7	11	11	11	9	9	9	11	11	11	3	3	3	1	1	1	7	7	7	7	7	7	FALSE	
RAND_02673	FALSE	5	5	5	1	1	1	1	1	1	1	1	1	9	9	9	1	1	1	11	11	11	11	11	11	11	11	11	7	7	7	FALSE	
RAND_02674	FALSE	5	5	5	11	11	11	5	5	5	1	1	1	7	7	7	1	1	1	3	3	3	5	5	5	11	11	11	3	3	3	FALSE	
RAND_02675	FALSE	5	5	5	11	11	11	5	5	5	3	3	3	5	5	5	11	11	11	5	5	5	3	3	3	5	5	5	11	11	11	FALSE	
RAND_02676	FALSE	5	5	5	11	11	11	5	5	5	11	11	11	7	7	7	11	11	11	9	9	9	1	1	1	1	1	1	3	3	3	FALSE	
RAND_02677	FALSE	5	5	5	11	11	11	3	3	3	9	9	9	9	9	9	7	7	7	5	5	5	11	11	11	9	9	9	9	9	9	FALSE	
RAND_02678	FALSE	5	5	5	9	9	9	7	7	7	7	7	7	1	1	1	11	11	11	5	5	5	5	5	5	11	11	11	1	1	1	FALSE	
RAND_02679	FALSE	5	5	5	11	11	11	11	11	11	3	3	3	7	7	7	3	3	3	9	9	9	9	9	9	5	5	5	5	5	5	FALSE	
RAND_02680	FALSE	5	5	5	3	3	3	7	7	7	7	7	7	7	7	7	11	11	11	1	1	1	3	3	3	3	3	3	11	11	11	FALSE	
RAND_02681	FALSE	5	5	5	3	3	3	3	3	3	11	11	11	7	7	7	11	11	11	7	7	7	9	9	9	5	5	5	1	1	1	FALSE	
RAND_02682	FALSE	5	5	5	5	5	5	11	11	11	3	3	3	9	9	9	11	11	11	1	1	1	11	11	11	5	5	5	7	7	7	FALSE	
RAND_02683	FALSE	5	5	5	9	9	9	7	7	7	5	5	5	11	11	11	7	7	7	3	3	3	5	5	5	7	7	7	3	3	3	FALSE	
RAND_02684	FALSE	5	5	5	7	7	7	7	7	7	3	3	3	7	7	7	11	11	11	7	7	7	11	11	11	7	7	7	3	3	3	FALSE	
RAND_02685	FALSE	5	5	5	3	3	3	5	5	5	1	1	1	11	11	11	3	3	3	3	3	3	11	11	11	9	9	9	3	3	3	FALSE	
RAND_02686	FALSE	5	5	5	11	11	11	9	9	9	3	3	3	11	11	11	5	5	5	11	11	11	1	1	1	7	7	7	9	9	9	FALSE	
RAND_02687	FALSE	5	5	5	9	9	9	5	5	5	1	1	1	7	7	7	3	3	3	1	1	1	9	9	9	11	11	11	1	1	1	FALSE	
RAND_02688	FALSE	5	5	5	5	5	5	9	9	9	7	7	7	11	11	11	5	5	5	9	9	9	11	11	11	5	5	5	3	3	3	FALSE	
RAND_02689	FALSE	5	5	5	3	3	3	1	1	1	9	9	9	5	5	5	1	1	1	3	3	3	7	7	7	11	11	11	3	3	3	FALSE	
RAND_02690	FALSE	5	5	5	9	9	9	5	5	5	11	11	11	11	11	11	9	9	9	1	1	1	1	1	1	7	7	7	3	3	3	FALSE	
RAND_02691	FALSE	5	5	5	3	3	3	7	7	7	3	3	3	7	7	7	5	5	5	3	3	3	1	1	1	9	9	9	11	11	11	FALSE	
RAND_02692	FALSE	5	5	5	9	9	9	5	5	5	11	11	11	5	5	5	3	3	3	3	3	3	5	5	5	7	7	7	1	1	1	FALSE	
RAND_02693	FALSE	5	5	5	7	7	7	3	3	3	1	1	1	11	11	11	11	11	11	3	3	3	11	11	11	9	9	9	1	1	1	FALSE	
RAND_02694	FALSE	5	5	5	1	1	1	11	11	11	11	11	11	9	9	9	7	7	7	3	3	3	9	9	9	7	7	7	11	11	11	FALSE	
RAND_02695	FALSE	5	5	5	11	11	11	3	3	3	7	7	7	1	1	1	5	5	5	5	5	5	1	1	1	7	7	7	11	11	11	FALSE	
RAND_02696	FALSE	5	5	5	5	5	5	9	9	9	7	7	7	3	3	3	5	5	5	9	9	9	1	1	1	9	9	9	3	3	3	FALSE	
RAND_02697	FALSE	5	5	5	5	5	5	7	7	7	1	1	1	11	11	11	11	11	11	5	5	5	5	5	5	9	9	9	7	7	7	FALSE	
RAND_02698	FALSE	5	5	5	1	1	1	1	1	1	3	3	3	5	5	5	9	9	9	3	3	3	5	5	5	5	5	5	7	7	7	FALSE	
RAND_02699	FALSE	5	5	5	5	5	5	11	11	11	1	1	1	7	7	7	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	FALSE	
RAND_02700	FALSE	5	5	5	7	7	7	5	5	5	7	7	7	3	3	3	7	7	7	7	7	7	9	9	9	7	7	7	5	5	5	FALSE	
RAND_02701	FALSE	5	5	5	11	11	11	9	9	9	3	3	3	9	9	9	5	5	5	7	7	7	5	5	5	7	7	7	7	7	7	FALSE	
RAND_02702	FALSE	5	5	5	3	3	3	5	5	5	7	7	7	5	5	5	5	5	5	5	5	5	7	7	7	11	11	11	11	11	11	FALSE	
RAND_02703	FALSE	5	5	5	7	7	7	1	1	1	3	3	3	3	3	3	9	9	9	11	11	11	5	5	5	1	1	1	11	11	11	FALSE	
RAND_02704	FALSE	5	5	5	5	5	5	5	5	5	9	9	9	5	5	5	5	5	5	9	9	9	9	9	9	1	1	1	3	3	3	FALSE	
RAND_02705	FALSE	5	5	5	5	5	5	9	9	9	11	11	11	9	9	9	11	11	11	11	11	11	3	3	3	3	3	3	5	5	5	FALSE	
RAND_02706	FALSE	5	5	5	3	3	3	7	7	7	7	7	7	3	3	3	11	11	11	5	5	5	5	5	5	1	1	1	9	9	9	FALSE	
RAND_02707	FALSE	5	5	5	11	11	11	1	1	1	5	5	5	7	7	7	9	9	9	3	3	3	11	11	11	5	5	5	9	9	9	FALSE	
RAND_02708	FALSE	5	5	5	11	11	11	1	1	1	5	5	5	11	11	11	7	7	7	11	11	11	1	1	1	9	9	9	11	11	11	FALSE	
RAND_02709	FALSE	5	5	5	7	7	7	11	11	11	3	3	3	1	1	1	11	11	11	9	9	9	5	5	5	7	7	7	1	1	1	FALSE	
RAND_02710	FALSE	5	5	5	5	5	5	7	7	7	9	9	9	9	9	9	1	1	1	3	3	3	9	9	9	1	1	1	11	11	11	FALSE	
RAND_02711	FALSE	5	5	5	9	9	9	5	5	5	5	5	5	5	5	5	9	9	9	5	5	5	11	11	11	5	5	5	7	7	7	FALSE	
RAND_02712	FALSE	5	5	5	9	9	9	3	3	3	3	3	3	9	9	9	11	11	11	3	3	3	3	3	3	3	3	3	11	11	11	FALSE	
RAND_02713	FALSE	5	5	5	11	11	11	11	11	11	11	11	11	11	11	11	9	9	9	1	1	1	5	5	5	5	5	5	1	1	1	FALSE	
RAND_02714	FALSE	5	5	5	11	11	11	7	7	7	3	3	3	5	5	5	5	5	5	11	11	11	9	9	9	9	9	9	11	11	11	FALSE	
RAND_02715	FALSE	5	5	5	9	9	9	11	11	11	11	11	11	11	11	11	5	5	5	5	5	5	1	1	1	9	9	9	5	5	5	FALSE	
RAND_02716	FALSE	5	5	5	3	3	3	5	5	5	1	1	1	5	5	5	11	11	11	3	3	3	5	5	5	11	11	11	11	11	11	FALSE	
RAND_02717	FALSE	5	5	5	9	9	9	3	3	3	9	9	9	7	7	7	11	11	11	9	9	9	9	9	9	11	11	11	9	9	9	FALSE	
RAND_02718	FALSE	5	5	5	11	11	11	7	7	7	3	3	3	5	5	5	5	5	5	9	9	9	9	9	9	1	1	1	3	3	3	FALSE	
RAND_02719	FALSE	5	5	5	11	11	11	9	9	9	1	1	1	9	9	9	1	1	1	11	11	11	11	11	11	11	11	11	5	5	5	FALSE	
RAND_02720	FALSE	5	5	5	5	5	5	9	9	9	9	9	9	11	11	11	7	7	7	5	5	5	3	3	3	1	1	1	11	11	11	FALSE	
RAND_02721	FALSE	5	5	5	7	7	7	1	1	1	9	9	9	11	11	11	9	9	9	9	9	9	5	5	5	11	11	11	7	7	7	FALSE	
RAND_02722	FALSE	5	5	5	9	9	9	3	3	3	1	1	1	3	3	3	1	1	1	11	11	11	11	11	11	3	3	3	7	7	7	FALSE	
RAND_02723	FALSE	5	5	5	11	11	11	11	11	11	3	3	3	3	3	3	11	11	11	7	7	7	7	7	7	3	3	3	7	7	7	FALSE	
RAND_02724	FALSE	5	5	5	11	11	11	11	11	11	3	3	3	3	3	3	3	3	3	1	1	1	9	9	9	5	5	5	7	7	7	FALSE	
RAND_02725	FALSE	5	5	5	1	1	1	7	7	7	9	9	9	3	3	3	3	3	3	11	11	11	7	7	7	9	9	9	1	1	1	FALSE	
RAND_02726	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	9	9	9	3	3	3	9	9	9	7	7	7	9	9	9	11	11	11	FALSE	
RAND_02727	FALSE	5	5	5	1	1	1	1	1	1	5	5	5	7	7	7	1	1	1	11	11	11	3	3	3	11	11	11	9	9	9	FALSE	
RAND_02728	FALSE	5	5	5	5	5	5	9	9	9	1	1	1	3	3	3	11	11	11	3	3	3	9	9	9	3	3	3	3	3	3	FALSE	
RAND_02729	FALSE	5	5	5	9	9	9	1	1	1	1	1	1	11	11	11	11	11	11	3	3	3	9	9	9	5	5	5	1	1	1	FALSE	
RAND_02730	FALSE	5	5	5	11	11	11	5	5	5	7	7	7	5	5	5	7	7	7	3	3	3	3	3	3	1	1	1	1	1	1	FALSE	
RAND_02731	FALSE	5	5	5	11	11	11	1	1	1	5	5	5	5	5	5	9	9	9	3	3	3	5	5	5	3	3	3	1	1	1	FALSE	
RAND_02732	FALSE	5	5	5	9	9	9	11	11	11	5	5	5	3	3	3	11	11	11	7	7	7	1	1	1	5	5	5	5	5	5	FALSE	
RAND_02733	FALSE	5	5	5	9	9	9	1	1	1	11	11	11	1	1	1	9	9	9	5	5	5	3	3	3	5	5	5	11	11	11	FALSE	
RAND_02734	FALSE	5	5	5	9	9	9	7	7	7	7	7	7	7	7	7	5	5	5	7	7	7	7	7	7	1	1	1	3	3	3	FALSE	
RAND_02735	FALSE	5	5	5	5	5	5	7	7	7	5	5	5	3	3	3	3	3	3	1	1	1	5	5	5	1	1	1	11	11	11	FALSE	
RAND_02736	FALSE	5	5	5	9	9	9	9	9	9	7	7	7	1	1	1	7	7	7	11	11	11	5	5	5	3	3	3	9	9	9	FALSE	
RAND_02737	FALSE	5	5	5	11	11	11	7	7	7	3	3	3	7	7	7	1	1	1	9	9	9	1	1	1	11	11	11	1	1	1	FALSE	
RAND_02738	FALSE	5	5	5	11	11	11	5	5	5	5	5	5	11	11	11	1	1	1	1	1	1	3	3	3	1	1	1	7	7	7	FALSE	
RAND_02739	FALSE	5	5	5	11	11	11	3	3	3	3	3	3	5	5	5	3	3	3	11	11	11	7	7	7	9	9	9	11	11	11	FALSE	
RAND_02740	FALSE	5	5	5	7	7	7	9	9	9	5	5	5	7	7	7	7	7	7	5	5	5	5	5	5	9	9	9	11	11	11	FALSE	
RAND_02741	FALSE	5	5	5	5	5	5	1	1	1	11	11	11	5	5	5	5	5	5	5	5	5	11	11	11	11	11	11	7	7	7	FALSE	
RAND_02742	FALSE	5	5	5	1	1	1	9	9	9	11	11	11	5	5	5	1	1	1	9	9	9	5	5	5	3	3	3	5	5	5	FALSE	
RAND_02743	FALSE	5	5	5	5	5	5	3	3	3	3	3	3	9	9	9	9	9	9	9	9	9	1	1	1	11	11	11	11	11	11	FALSE	
RAND_02744	FALSE	5	5	5	9	9	9	9	9	9	7	7	7	11	11	11	3	3	3	9	9	9	5	5	5	7	7	7	5	5	5	FALSE	
RAND_02745	FALSE	5	5	5	9	9	9	9	9	9	9	9	9	3	3	3	9	9	9	11	11	11	5	5	5	9	9	9	1	1	1	FALSE	
RAND_02746	FALSE	5	5	5	7	7	7	1	1	1	1	1	1	7	7	7	1	1	1	5	5	5	5	5	5	9	9	9	9	9	9	FALSE	
RAND_02747	FALSE	5	5	5	3	3	3	5	5	5	5	5	5	1	1	1	7	7	7	9	9	9	5	5	5	9	9	9	9	9	9	FALSE	
RAND_02748	FALSE	5	5	5	9	9	9	9	9	9	3	3	3	7	7	7	1	1	1	7	7	7	11	11	11	7	7	7	3	3	3	FALSE	
RAND_02749	FALSE	5	5	5	9	9	9	5	5	5	5	5	5	5	5	5	1	1	1	9	9	9	3	3	3	9	9	9	5	5	5	FALSE	
RAND_02750	FALSE	5	5	5	3	3	3	5	5	5	7	7	7	7	7	7	7	7	7	3	3	3	7	7	7	5	5	5	5	5	5	FALSE	
RAND_02751	FALSE	5	5	5	1	1	1	5	5	5	3	3	3	5	5	5	3	3	3	7	7	7	9	9	9	9	9	9	1	1	1	FALSE	
RAND_02752	FALSE	5	5	5	1	1	1	7	7	7	3	3	3	3	3	3	7	7	7	9	9	9	1	1	1	5	5	5	1	1	1	FALSE	
RAND_02753	FALSE	5	5	5	5	5	5	9	9	9	5	5	5	3	3	3	3	3	3	3	3	3	1	1	1	5	5	5	1	1	1	FALSE	
RAND_02754	FALSE	5	5	5	1	1	1	11	11	11	7	7	7	5	5	5	1	1	1	3	3	3	11	11	11	11	11	11	11	11	11	FALSE	
RAND_02755	FALSE	5	5	5	1	1	1	1	1	1	11	11	11	9	9	9	9	9	9	11	11	11	11	11	11	3	3	3	9	9	9	FALSE	
RAND_02756	FALSE	5	5	5	1	1	1	3	3	3	7	7	7	5	5	5	1	1	1	7	7	7	5	5	5	3	3	3	11	11	11	FALSE	
RAND_02757	FALSE	5	5	5	7	7	7	9	9	9	5	5	5	5	5	5	11	11	11	7	7	7	9	9	9	9	9	9	1	1	1	FALSE	
RAND_02758	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	7	7	7	11	11	11	3	3	3	9	9	9	7	7	7	5	5	5	FALSE	
RAND_02759	FALSE	5	5	5	7	7	7	3	3	3	1	1	1	7	7	7	3	3	3	11	11	11	3	3	3	1	1	1	5	5	5	FALSE	
RAND_02760	FALSE	5	5	5	11	11	11	1	1	1	9	9	9	3	3	3	9	9	9	11	11	11	5	5	5	7	7	7	11	11	11	FALSE	
RAND_02761	FALSE	5	5	5	3	3	3	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	11	11	11	9	9	9	9	9	9	FALSE	
RAND_02762	FALSE	5	5	5	3	3	3	3	3	3	7	7	7	11	11	11	7	7	7	9	9	9	11	11	11	3	3	3	7	7	7	FALSE	
RAND_02763	FALSE	5	5	5	7	7	7	9	9	9	1	1	1	11	11	11	1	1	1	5	5	5	5	5	5	3	3	3	11	11	11	FALSE	
